symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
AMZN,2018-08-21 00:00:00+00:00,1883.42,1897.75,1874.41,1880.0,3105626,94.171,94.8875,93.7205,94.0,62112520,0.0,1.0
AMZN,2018-08-22 00:00:00+00:00,1904.9,1905.8,1876.64,1876.64,3080464,95.245,95.29,93.832,93.832,61609280,0.0,1.0
AMZN,2018-08-23 00:00:00+00:00,1902.9,1919.5,1900.76,1907.17,3562997,95.145,95.975,95.038,95.3585,71259940,0.0,1.0
AMZN,2018-08-24 00:00:00+00:00,1905.39,1916.01,1902.54,1910.51,2800863,95.2695,95.8005,95.127,95.5255,56017260,0.0,1.0
AMZN,2018-08-27 00:00:00+00:00,1927.68,1927.7,1909.28,1915.0,3569037,96.384,96.385,95.464,95.75,71380740,0.0,1.0
AMZN,2018-08-28 00:00:00+00:00,1932.82,1941.78,1928.82,1937.73,3100727,96.641,97.089,96.441,96.8865,62014540,0.0,1.0
AMZN,2018-08-29 00:00:00+00:00,1998.1,1998.69,1948.94,1953.45,6531761,99.905,99.9345,97.447,97.6725,130635220,0.0,1.0
AMZN,2018-08-30 00:00:00+00:00,2002.38,2025.57,1986.9,1997.42,7277257,100.119,101.2785,99.345,99.871,145545140,0.0,1.0
AMZN,2018-08-31 00:00:00+00:00,2012.71,2022.38,2004.74,2007.0,4204378,100.6355,101.119,100.237,100.35,84087560,0.0,1.0
AMZN,2018-09-04 00:00:00+00:00,2039.51,2050.5,2013.0,2026.5,5721093,101.9755,102.525,100.65,101.325,114421860,0.0,1.0
AMZN,2018-09-05 00:00:00+00:00,1994.82,2040.38,1989.89,2038.11,8220576,99.741,102.019,99.4945,101.9055,164411520,0.0,1.0
AMZN,2018-09-06 00:00:00+00:00,1958.31,2007.5,1935.21,2006.51,7488680,97.9155,100.375,96.7605,100.3255,149773600,0.0,1.0
AMZN,2018-09-07 00:00:00+00:00,1952.07,1975.2,1937.35,1938.71,4892643,97.6035,98.76,96.8675,96.9355,97852860,0.0,1.0
AMZN,2018-09-10 00:00:00+00:00,1939.01,1973.04,1931.52,1971.0,4544831,96.9505,98.652,96.576,98.55,90896620,0.0,1.0
AMZN,2018-09-11 00:00:00+00:00,1987.15,1988.88,1917.0,1928.27,5033645,99.3575,99.444,95.85,96.4135,100672900,0.0,1.0
AMZN,2018-09-12 00:00:00+00:00,1990.0,2000.0,1962.44,1994.0,4414012,99.5,100.0,98.122,99.7,88280240,0.0,1.0
AMZN,2018-09-13 00:00:00+00:00,1989.87,2008.76,1982.03,2000.0,3621511,99.4935,100.438,99.1015,100.0,72430220,0.0,1.0
AMZN,2018-09-14 00:00:00+00:00,1970.19,1993.65,1959.22,1992.93,3642030,98.5095,99.6825,97.961,99.6465,72840600,0.0,1.0
AMZN,2018-09-17 00:00:00+00:00,1908.03,1956.82,1887.41,1954.73,7050192,95.4015,97.841,94.3705,97.7365,141003840,0.0,1.0
AMZN,2018-09-18 00:00:00+00:00,1941.05,1958.2,1915.44,1918.65,4268706,97.0525,97.91,95.772,95.9325,85374120,0.0,1.0
