symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
META,2018-08-21 00:00:00+00:00,172.62,174.17,171.39,172.81,19578514,172.62,174.17,171.39,172.81,19578514,0.0,1.0
META,2018-08-22 00:00:00+00:00,173.64,174.24,172.13,172.21,16894083,173.64,174.24,172.13,172.21,16894083,0.0,1.0
META,2018-08-23 00:00:00+00:00,172.9,175.55,172.83,173.09,18053567,172.9,175.55,172.83,173.09,18053567,0.0,1.0
META,2018-08-24 00:00:00+00:00,174.65,174.82,172.92,173.7,14631556,174.65,174.82,172.92,173.7,14631556,0.0,1.0
META,2018-08-27 00:00:00+00:00,177.46,178.67,175.79,175.99,17921935,177.46,178.67,175.79,175.99,17921935,0.0,1.0
META,2018-08-28 00:00:00+00:00,176.26,178.24,175.83,178.1,15910675,176.26,178.24,175.83,178.1,15910675,0.0,1.0
META,2018-08-29 00:00:00+00:00,175.9,176.79,174.75,176.3,18678301,175.9,176.79,174.75,176.3,18678301,0.0,1.0
META,2018-08-30 00:00:00+00:00,177.64,179.79,175.7,175.9,24216532,177.64,179.79,175.7,175.9,24216532,0.0,1.0
META,2018-08-31 00:00:00+00:00,175.73,177.62,174.98,177.15,18065159,175.73,177.62,174.98,177.15,18065159,0.0,1.0
META,2018-09-04 00:00:00+00:00,171.16,173.89,168.8,173.5,29808971,171.16,173.89,168.8,173.5,29808971,0.0,1.0
META,2018-09-05 00:00:00+00:00,167.18,171.13,166.67,169.49,31226744,167.18,171.13,166.67,169.49,31226744,0.0,1.0
META,2018-09-06 00:00:00+00:00,162.53,166.98,160.0,166.98,41514834,162.53,166.98,160.0,166.98,41514834,0.0,1.0
META,2018-09-07 00:00:00+00:00,163.04,164.63,160.16,160.31,24300600,163.04,164.63,160.16,160.31,24300600,0.0,1.0
META,2018-09-10 00:00:00+00:00,164.18,165.01,162.16,163.51,20197680,164.18,165.01,162.16,163.51,20197680,0.0,1.0
META,2018-09-11 00:00:00+00:00,165.94,167.19,163.72,163.94,20457088,165.94,167.19,163.72,163.94,20457088,0.0,1.0
META,2018-09-12 00:00:00+00:00,162.0,164.49,161.8,163.25,24078118,162.0,164.49,161.8,163.25,24078118,0.0,1.0
META,2018-09-13 00:00:00+00:00,161.36,163.32,160.86,162.0,25453775,161.36,163.32,160.86,162.0,25453775,0.0,1.0
META,2018-09-14 00:00:00+00:00,162.32,162.84,160.34,161.72,21770405,162.32,162.84,160.34,161.72,21770405,0.0,1.0
